target_observation_id,source_id,canonical_accession,laboratory_anchor,measurement_batch_id,source_analysis_unit_id,source_measurement_id,source_identifier,source_asset_id,source_worksheet,source_row,source_coordinate,author_quantity_type,author_numeric_value,author_value_state,rank_percentile_descending,measurement_batch_positive_protein_count,rank_target_eligible,common_rank_target_member
R3:PXD017052:Sheet1:806:EXP18102_X1108_A_MSB37282A,PXD017052_SEER_BROAD,Q9HDC9,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_1,PXD017052:Sheet1:806:EXP18102_X1108_A_MSB37282A,PXD017052:Sheet1:806:EXP18102_X1108_A_MSB37282A,Q9HDC9;Q9HDC9-2,supplementary_data_2_lfq,Sheet1,806,Sheet1!BR806,LFQ_INTENSITY,53000000,POSITIVE_QUANTIFIED,0.36123348017621143,455,true,true
R3:PXD017052:Sheet1:806:EXP18102_X1109_A_MSB37283A,PXD017052_SEER_BROAD,Q9HDC9,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_3,PXD017052:Sheet1:806:EXP18102_X1109_A_MSB37283A,PXD017052:Sheet1:806:EXP18102_X1109_A_MSB37283A,Q9HDC9;Q9HDC9-2,supplementary_data_2_lfq,Sheet1,806,Sheet1!BS806,LFQ_INTENSITY,48413000,POSITIVE_QUANTIFIED,0.37199124726477023,458,true,true
R3:PXD017052:Sheet1:806:EXP18102_X1110_B_MSB37284B,PXD017052_SEER_BROAD,Q9HDC9,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_2,PXD017052:Sheet1:806:EXP18102_X1110_B_MSB37284B,PXD017052:Sheet1:806:EXP18102_X1110_B_MSB37284B,Q9HDC9;Q9HDC9-2,supplementary_data_2_lfq,Sheet1,806,Sheet1!BT806,LFQ_INTENSITY,35710000,POSITIVE_QUANTIFIED,0.31219512195121951,411,true,true
R3:PXD017052:Sheet1:806:EXP18102_X1114_A_MSB37288A,PXD017052_SEER_BROAD,Q9HDC9,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_3,PXD017052:Sheet1:806:EXP18102_X1114_A_MSB37288A,PXD017052:Sheet1:806:EXP18102_X1114_A_MSB37288A,Q9HDC9;Q9HDC9-2,supplementary_data_2_lfq,Sheet1,806,Sheet1!BU806,LFQ_INTENSITY,74569000,POSITIVE_QUANTIFIED,0.43584521384928715,492,true,true
R3:PXD017052:Sheet1:806:EXP18102_X1115_A_MSB37289A,PXD017052_SEER_BROAD,Q9HDC9,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_2,PXD017052:Sheet1:806:EXP18102_X1115_A_MSB37289A,PXD017052:Sheet1:806:EXP18102_X1115_A_MSB37289A,Q9HDC9;Q9HDC9-2,supplementary_data_2_lfq,Sheet1,806,Sheet1!BV806,LFQ_INTENSITY,61389000,POSITIVE_QUANTIFIED,0.38036809815950923,490,true,true
R3:PXD017052:Sheet1:806:EXP18102_X1116_A_MSB37290A,PXD017052_SEER_BROAD,Q9HDC9,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_1,PXD017052:Sheet1:806:EXP18102_X1116_A_MSB37290A,PXD017052:Sheet1:806:EXP18102_X1116_A_MSB37290A,Q9HDC9;Q9HDC9-2,supplementary_data_2_lfq,Sheet1,806,Sheet1!BW806,LFQ_INTENSITY,62869000,POSITIVE_QUANTIFIED,0.36521739130434783,461,true,true
R3:PXD017052:Sheet1:809:EXP18102_X1066_A_MSB37240A,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_2,PXD017052:Sheet1:809:EXP18102_X1066_A_MSB37240A,PXD017052:Sheet1:809:EXP18102_X1066_A_MSB37240A,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BO809,LFQ_INTENSITY,22784000,POSITIVE_QUANTIFIED,0.25246548323471402,508,true,true
R3:PXD017052:Sheet1:809:EXP18102_X1067_A_MSB37241A,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_1,PXD017052:Sheet1:809:EXP18102_X1067_A_MSB37241A,PXD017052:Sheet1:809:EXP18102_X1067_A_MSB37241A,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BP809,LFQ_INTENSITY,16974000,POSITIVE_QUANTIFIED,0.20977596741344195,492,true,true
R3:PXD017052:Sheet1:809:EXP18102_X1068_A_MSB37242A,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_3,PXD017052:Sheet1:809:EXP18102_X1068_A_MSB37242A,PXD017052:Sheet1:809:EXP18102_X1068_A_MSB37242A,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BQ809,LFQ_INTENSITY,29798000,POSITIVE_QUANTIFIED,0.28658536585365851,493,true,true
R3:PXD017052:Sheet1:809:EXP18102_X1108_A_MSB37282A,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_1,PXD017052:Sheet1:809:EXP18102_X1108_A_MSB37282A,PXD017052:Sheet1:809:EXP18102_X1108_A_MSB37282A,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BR809,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:809:EXP18102_X1109_A_MSB37283A,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_3,PXD017052:Sheet1:809:EXP18102_X1109_A_MSB37283A,PXD017052:Sheet1:809:EXP18102_X1109_A_MSB37283A,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BS809,LFQ_INTENSITY,6445600,POSITIVE_QUANTIFIED,0.078774617067833702,458,true,true
R3:PXD017052:Sheet1:809:EXP18102_X1110_B_MSB37284B,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_2,PXD017052:Sheet1:809:EXP18102_X1110_B_MSB37284B,PXD017052:Sheet1:809:EXP18102_X1110_B_MSB37284B,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BT809,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:809:EXP18102_X1114_A_MSB37288A,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_3,PXD017052:Sheet1:809:EXP18102_X1114_A_MSB37288A,PXD017052:Sheet1:809:EXP18102_X1114_A_MSB37288A,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BU809,LFQ_INTENSITY,19159000,POSITIVE_QUANTIFIED,0.17718940936863545,492,true,true
R3:PXD017052:Sheet1:809:EXP18102_X1115_A_MSB37289A,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_2,PXD017052:Sheet1:809:EXP18102_X1115_A_MSB37289A,PXD017052:Sheet1:809:EXP18102_X1115_A_MSB37289A,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BV809,LFQ_INTENSITY,23779000,POSITIVE_QUANTIFIED,0.20449897750511248,490,true,true
R3:PXD017052:Sheet1:809:EXP18102_X1116_A_MSB37290A,PXD017052_SEER_BROAD,Q9NR12,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_1,PXD017052:Sheet1:809:EXP18102_X1116_A_MSB37290A,PXD017052:Sheet1:809:EXP18102_X1116_A_MSB37290A,Q9NR12;Q9NR12-3;Q9NR12-5;Q9NR12-6;Q9NR12-4;Q9NR12-2,supplementary_data_2_lfq,Sheet1,809,Sheet1!BW809,LFQ_INTENSITY,25892000,POSITIVE_QUANTIFIED,0.18043478260869567,461,true,true
R3:PXD017052:Sheet1:811:EXP18102_X1066_A_MSB37240A,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_2,PXD017052:Sheet1:811:EXP18102_X1066_A_MSB37240A,PXD017052:Sheet1:811:EXP18102_X1066_A_MSB37240A,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BO811,LFQ_INTENSITY,47216000,POSITIVE_QUANTIFIED,0.40433925049309666,508,true,true
R3:PXD017052:Sheet1:811:EXP18102_X1067_A_MSB37241A,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_1,PXD017052:Sheet1:811:EXP18102_X1067_A_MSB37241A,PXD017052:Sheet1:811:EXP18102_X1067_A_MSB37241A,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BP811,LFQ_INTENSITY,206900000,POSITIVE_QUANTIFIED,0.64765784114052949,492,true,true
R3:PXD017052:Sheet1:811:EXP18102_X1068_A_MSB37242A,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_3,PXD017052:Sheet1:811:EXP18102_X1068_A_MSB37242A,PXD017052:Sheet1:811:EXP18102_X1068_A_MSB37242A,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BQ811,LFQ_INTENSITY,120000000,POSITIVE_QUANTIFIED,0.57113821138211385,493,true,true
R3:PXD017052:Sheet1:811:EXP18102_X1108_A_MSB37282A,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_1,PXD017052:Sheet1:811:EXP18102_X1108_A_MSB37282A,PXD017052:Sheet1:811:EXP18102_X1108_A_MSB37282A,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BR811,LFQ_INTENSITY,42753000,POSITIVE_QUANTIFIED,0.33700440528634362,455,true,true
R3:PXD017052:Sheet1:811:EXP18102_X1109_A_MSB37283A,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_3,PXD017052:Sheet1:811:EXP18102_X1109_A_MSB37283A,PXD017052:Sheet1:811:EXP18102_X1109_A_MSB37283A,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BS811,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:811:EXP18102_X1110_B_MSB37284B,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_2,PXD017052:Sheet1:811:EXP18102_X1110_B_MSB37284B,PXD017052:Sheet1:811:EXP18102_X1110_B_MSB37284B,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BT811,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:811:EXP18102_X1114_A_MSB37288A,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_3,PXD017052:Sheet1:811:EXP18102_X1114_A_MSB37288A,PXD017052:Sheet1:811:EXP18102_X1114_A_MSB37288A,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BU811,LFQ_INTENSITY,207810000,POSITIVE_QUANTIFIED,0.60488798370672103,492,true,true
R3:PXD017052:Sheet1:811:EXP18102_X1115_A_MSB37289A,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_2,PXD017052:Sheet1:811:EXP18102_X1115_A_MSB37289A,PXD017052:Sheet1:811:EXP18102_X1115_A_MSB37289A,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BV811,LFQ_INTENSITY,230570000,POSITIVE_QUANTIFIED,0.61963190184049077,490,true,true
R3:PXD017052:Sheet1:811:EXP18102_X1116_A_MSB37290A,PXD017052_SEER_BROAD,Q9NRW1,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_1,PXD017052:Sheet1:811:EXP18102_X1116_A_MSB37290A,PXD017052:Sheet1:811:EXP18102_X1116_A_MSB37290A,Q9NRW1;Q9NRW1-2,supplementary_data_2_lfq,Sheet1,811,Sheet1!BW811,LFQ_INTENSITY,216640000,POSITIVE_QUANTIFIED,0.58478260869565213,461,true,true
R3:PXD017052:Sheet1:812:EXP18102_X1066_A_MSB37240A,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_2,PXD017052:Sheet1:812:EXP18102_X1066_A_MSB37240A,PXD017052:Sheet1:812:EXP18102_X1066_A_MSB37240A,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BO812,LFQ_INTENSITY,15679000,POSITIVE_QUANTIFIED,0.20118343195266272,508,true,true
R3:PXD017052:Sheet1:812:EXP18102_X1067_A_MSB37241A,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_1,PXD017052:Sheet1:812:EXP18102_X1067_A_MSB37241A,PXD017052:Sheet1:812:EXP18102_X1067_A_MSB37241A,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BP812,LFQ_INTENSITY,27287000,POSITIVE_QUANTIFIED,0.29735234215885947,492,true,true
R3:PXD017052:Sheet1:812:EXP18102_X1068_A_MSB37242A,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_3,PXD017052:Sheet1:812:EXP18102_X1068_A_MSB37242A,PXD017052:Sheet1:812:EXP18102_X1068_A_MSB37242A,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BQ812,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:812:EXP18102_X1108_A_MSB37282A,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_1,PXD017052:Sheet1:812:EXP18102_X1108_A_MSB37282A,PXD017052:Sheet1:812:EXP18102_X1108_A_MSB37282A,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BR812,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:812:EXP18102_X1109_A_MSB37283A,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_3,PXD017052:Sheet1:812:EXP18102_X1109_A_MSB37283A,PXD017052:Sheet1:812:EXP18102_X1109_A_MSB37283A,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BS812,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:812:EXP18102_X1110_B_MSB37284B,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_2,PXD017052:Sheet1:812:EXP18102_X1110_B_MSB37284B,PXD017052:Sheet1:812:EXP18102_X1110_B_MSB37284B,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BT812,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:812:EXP18102_X1114_A_MSB37288A,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_3,PXD017052:Sheet1:812:EXP18102_X1114_A_MSB37288A,PXD017052:Sheet1:812:EXP18102_X1114_A_MSB37288A,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BU812,LFQ_INTENSITY,50119000,POSITIVE_QUANTIFIED,0.38085539714867617,492,true,true
R3:PXD017052:Sheet1:812:EXP18102_X1115_A_MSB37289A,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_2,PXD017052:Sheet1:812:EXP18102_X1115_A_MSB37289A,PXD017052:Sheet1:812:EXP18102_X1115_A_MSB37289A,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BV812,LFQ_INTENSITY,39212000,POSITIVE_QUANTIFIED,0.29243353783231085,490,true,true
R3:PXD017052:Sheet1:812:EXP18102_X1116_A_MSB37290A,PXD017052_SEER_BROAD,Q9NS28,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_1,PXD017052:Sheet1:812:EXP18102_X1116_A_MSB37290A,PXD017052:Sheet1:812:EXP18102_X1116_A_MSB37290A,Q9NS28,supplementary_data_2_lfq,Sheet1,812,Sheet1!BW812,LFQ_INTENSITY,60209000,POSITIVE_QUANTIFIED,0.35217391304347828,461,true,true
R3:PXD017052:Sheet1:814:EXP18102_X1066_A_MSB37240A,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_2,PXD017052:Sheet1:814:EXP18102_X1066_A_MSB37240A,PXD017052:Sheet1:814:EXP18102_X1066_A_MSB37240A,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BO814,LFQ_INTENSITY,34459000,POSITIVE_QUANTIFIED,0.34122287968441817,508,true,true
R3:PXD017052:Sheet1:814:EXP18102_X1067_A_MSB37241A,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_1,PXD017052:Sheet1:814:EXP18102_X1067_A_MSB37241A,PXD017052:Sheet1:814:EXP18102_X1067_A_MSB37241A,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BP814,LFQ_INTENSITY,64325000,POSITIVE_QUANTIFIED,0.46843177189409368,492,true,true
R3:PXD017052:Sheet1:814:EXP18102_X1068_A_MSB37242A,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_3,PXD017052:Sheet1:814:EXP18102_X1068_A_MSB37242A,PXD017052:Sheet1:814:EXP18102_X1068_A_MSB37242A,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BQ814,LFQ_INTENSITY,116520000,POSITIVE_QUANTIFIED,0.56707317073170727,493,true,true
R3:PXD017052:Sheet1:814:EXP18102_X1108_A_MSB37282A,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_1,PXD017052:Sheet1:814:EXP18102_X1108_A_MSB37282A,PXD017052:Sheet1:814:EXP18102_X1108_A_MSB37282A,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BR814,LFQ_INTENSITY,25269000,POSITIVE_QUANTIFIED,0.25110132158590309,455,true,true
R3:PXD017052:Sheet1:814:EXP18102_X1109_A_MSB37283A,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_3,PXD017052:Sheet1:814:EXP18102_X1109_A_MSB37283A,PXD017052:Sheet1:814:EXP18102_X1109_A_MSB37283A,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BS814,LFQ_INTENSITY,38065000,POSITIVE_QUANTIFIED,0.33916849015317285,458,true,true
R3:PXD017052:Sheet1:814:EXP18102_X1110_B_MSB37284B,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_2,PXD017052:Sheet1:814:EXP18102_X1110_B_MSB37284B,PXD017052:Sheet1:814:EXP18102_X1110_B_MSB37284B,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BT814,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:814:EXP18102_X1114_A_MSB37288A,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_3,PXD017052:Sheet1:814:EXP18102_X1114_A_MSB37288A,PXD017052:Sheet1:814:EXP18102_X1114_A_MSB37288A,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BU814,LFQ_INTENSITY,115990000,POSITIVE_QUANTIFIED,0.49490835030549896,492,true,true
R3:PXD017052:Sheet1:814:EXP18102_X1115_A_MSB37289A,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_2,PXD017052:Sheet1:814:EXP18102_X1115_A_MSB37289A,PXD017052:Sheet1:814:EXP18102_X1115_A_MSB37289A,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BV814,LFQ_INTENSITY,125570000,POSITIVE_QUANTIFIED,0.51329243353783227,490,true,true
R3:PXD017052:Sheet1:814:EXP18102_X1116_A_MSB37290A,PXD017052_SEER_BROAD,Q9NY65,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_1,PXD017052:Sheet1:814:EXP18102_X1116_A_MSB37290A,PXD017052:Sheet1:814:EXP18102_X1116_A_MSB37290A,Q9NY65;Q9NY65-2,supplementary_data_2_lfq,Sheet1,814,Sheet1!BW814,LFQ_INTENSITY,100670000,POSITIVE_QUANTIFIED,0.45434782608695651,461,true,true
R3:PXD017052:Sheet1:827:EXP18102_X1066_A_MSB37240A,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_2,PXD017052:Sheet1:827:EXP18102_X1066_A_MSB37240A,PXD017052:Sheet1:827:EXP18102_X1066_A_MSB37240A,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BO827,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:827:EXP18102_X1067_A_MSB37241A,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_1,PXD017052:Sheet1:827:EXP18102_X1067_A_MSB37241A,PXD017052:Sheet1:827:EXP18102_X1067_A_MSB37241A,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BP827,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:827:EXP18102_X1068_A_MSB37242A,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-003-001:assay_replicate_3,PXD017052:Sheet1:827:EXP18102_X1068_A_MSB37242A,PXD017052:Sheet1:827:EXP18102_X1068_A_MSB37242A,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BQ827,LFQ_INTENSITY,3996400,POSITIVE_QUANTIFIED,0.028455284552845527,493,true,true
R3:PXD017052:Sheet1:827:EXP18102_X1108_A_MSB37282A,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_1,PXD017052:Sheet1:827:EXP18102_X1108_A_MSB37282A,PXD017052:Sheet1:827:EXP18102_X1108_A_MSB37282A,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BR827,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:827:EXP18102_X1109_A_MSB37283A,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_3,PXD017052:Sheet1:827:EXP18102_X1109_A_MSB37283A,PXD017052:Sheet1:827:EXP18102_X1109_A_MSB37283A,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BS827,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:827:EXP18102_X1110_B_MSB37284B,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-007-002:assay_replicate_2,PXD017052:Sheet1:827:EXP18102_X1110_B_MSB37284B,PXD017052:Sheet1:827:EXP18102_X1110_B_MSB37284B,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BT827,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:827:EXP18102_X1114_A_MSB37288A,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_3,PXD017052:Sheet1:827:EXP18102_X1114_A_MSB37288A,PXD017052:Sheet1:827:EXP18102_X1114_A_MSB37288A,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BU827,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:827:EXP18102_X1115_A_MSB37289A,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_2,PXD017052:Sheet1:827:EXP18102_X1115_A_MSB37289A,PXD017052:Sheet1:827:EXP18102_X1115_A_MSB37289A,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BV827,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
R3:PXD017052:Sheet1:827:EXP18102_X1116_A_MSB37290A,PXD017052_SEER_BROAD,Q9Y2A7,"Seer, Inc. / Broad Institute of MIT and Harvard",PXD017052:SP-011-001:assay_replicate_1,PXD017052:Sheet1:827:EXP18102_X1116_A_MSB37290A,PXD017052:Sheet1:827:EXP18102_X1116_A_MSB37290A,Q9Y2A7;Q9Y2A7-2,supplementary_data_2_lfq,Sheet1,827,Sheet1!BW827,LFQ_INTENSITY,0,AUTHOR_EXPLICIT_ZERO,,,false,true
