canonical_accession,sequence_length,estimated_molecular_mass_da,hydrophobic_fraction,aromatic_fraction,acidic_fraction,basic_fraction,cysteine_fraction,proline_fraction,mean_kyte_doolittle,aa_fraction_A,aa_fraction_C,aa_fraction_D,aa_fraction_E,aa_fraction_F,aa_fraction_G,aa_fraction_H,aa_fraction_I,aa_fraction_K,aa_fraction_L,aa_fraction_M,aa_fraction_N,aa_fraction_P,aa_fraction_Q,aa_fraction_R,aa_fraction_S,aa_fraction_T,aa_fraction_V,aa_fraction_W,aa_fraction_Y
P52907,286,32922.772400000002,0.38461538461538464,0.1048951048951049,0.15034965034965034,0.14685314685314685,0.01048951048951049,0.034965034965034968,-0.66818181818181821,0.073426573426573424,0.01048951048951049,0.073426573426573424,0.076923076923076927,0.052447552447552448,0.045454545454545456,0.027972027972027972,0.062937062937062943,0.069930069930069935,0.05944055944055944,0.013986013986013986,0.062937062937062943,0.034965034965034968,0.05944055944055944,0.048951048951048952,0.055944055944055944,0.05944055944055944,0.05944055944055944,0.017482517482517484,0.034965034965034968
P53396,1101,120839.2265,0.43778383287920075,0.086285195277020887,0.11080835603996367,0.13169845594913715,0.014532243415077202,0.05267938237965486,-0.1052679382379655,0.081743869209809264,0.014532243415077202,0.053587647593097185,0.057220708446866483,0.039963669391462307,0.09264305177111716,0.022706630336058128,0.069936421435059043,0.065395095367847406,0.081743869209809264,0.030881017257039057,0.031789282470481378,0.05267938237965486,0.029972752043596729,0.043596730245231606,0.055404178019981834,0.057220708446866483,0.072661217075386017,0.0099909173478655768,0.036330608537693009
P55072,806,89321.802800000005,0.40322580645161288,0.058312655086848637,0.16129032258064516,0.14267990074441686,0.01488833746898263,0.053349875930521089,-0.34764267990074438,0.080645161290322578,0.01488833746898263,0.076923076923076927,0.084367245657568243,0.038461538461538464,0.078163771712158811,0.012406947890818859,0.073200992555831262,0.058312655086848637,0.085607940446650127,0.024813895781637719,0.039702233250620347,0.053349875930521089,0.032258064516129031,0.071960297766749379,0.049627791563275438,0.039702233250620347,0.065756823821339946,0.0037220843672456576,0.016129032258064516
P60174,249,26669.488799999999,0.43373493975903615,0.068273092369477914,0.11646586345381527,0.12851405622489959,0.020080321285140562,0.040160642570281124,-0.1180722891566265,0.11244979919678715,0.020080321285140562,0.048192771084337352,0.068273092369477914,0.032128514056224897,0.10040160642570281,0.016064257028112448,0.060240963855421686,0.080321285140562249,0.060240963855421686,0.012048192771084338,0.032128514056224897,0.040160642570281124,0.044176706827309238,0.032128514056224897,0.048192771084337352,0.056224899598393573,0.10040160642570281,0.020080321285140562,0.016064257028112448
P61006,207,23668.203699999998,0.41545893719806765,0.10144927536231885,0.13043478260869565,0.16425120772946861,0.014492753623188406,0.0096618357487922701,-0.38067632850241545,0.06280193236714976,0.014492753623188406,0.072463768115942032,0.057971014492753624,0.06280193236714976,0.067632850241545889,0.004830917874396135,0.091787439613526575,0.096618357487922704,0.072463768115942032,0.028985507246376812,0.057971014492753624,0.0096618357487922701,0.033816425120772944,0.06280193236714976,0.057971014492753624,0.06280193236714976,0.043478260869565216,0.0096618357487922701,0.028985507246376812
P61026,200,22540.9326,0.40000000000000002,0.089999999999999997,0.13500000000000001,0.16500000000000001,0.02,0.014999999999999999,-0.33000000000000002,0.050000000000000003,0.02,0.070000000000000007,0.065000000000000002,0.055,0.085000000000000006,0.014999999999999999,0.089999999999999997,0.105,0.074999999999999997,0.025000000000000001,0.050000000000000003,0.014999999999999999,0.02,0.044999999999999998,0.055,0.074999999999999997,0.050000000000000003,0.014999999999999999,0.02
P61106,215,23896.947099999998,0.413953488372093,0.093023255813953487,0.12093023255813953,0.12558139534883722,0.018604651162790697,0.03255813953488372,-0.39906976744186046,0.097674418604651161,0.018604651162790697,0.046511627906976744,0.07441860465116279,0.037209302325581395,0.083720930232558138,0.018604651162790697,0.069767441860465115,0.055813953488372092,0.07441860465116279,0.018604651162790697,0.046511627906976744,0.03255813953488372,0.055813953488372092,0.051162790697674418,0.055813953488372092,0.065116279069767441,0.041860465116279069,0.0093023255813953487,0.046511627906976744
P61978,463,50976.246800000001,0.32181425485961124,0.071274298056155511,0.14254859611231102,0.13390928725701945,0.01079913606911447,0.088552915766738655,-0.70475161987041035,0.045356371490280781,0.01079913606911447,0.071274298056155511,0.071274298056155511,0.028077753779697623,0.12095032397408208,0.0086393088552915772,0.075593952483801297,0.047516198704103674,0.062634989200863925,0.02591792656587473,0.02591792656587473,0.088552915766738655,0.045356371490280781,0.07775377969762419,0.069114470842332618,0.05183585313174946,0.030237580993520519,0.0064794816414686825,0.036717062634989202
P61981,247,28302.590199999999,0.40890688259109309,0.076923076923076927,0.18218623481781376,0.13765182186234817,0.012145748987854251,0.016194331983805668,-0.68016194331983804,0.093117408906882596,0.012145748987854251,0.068825910931174086,0.11336032388663968,0.012145748987854251,0.032388663967611336,0.016194331983805668,0.04048582995951417,0.068825910931174086,0.097165991902834009,0.028340080971659919,0.056680161943319839,0.016194331983805668,0.048582995951417005,0.052631578947368418,0.0728744939271255,0.044534412955465584,0.060728744939271252,0.0080971659919028341,0.056680161943319839
P62330,175,20082.1574,0.41714285714285715,0.091428571428571428,0.12,0.16,0.011428571428571429,0.028571428571428571,-0.3645714285714286,0.045714285714285714,0.011428571428571429,0.074285714285714288,0.045714285714285714,0.028571428571428571,0.080000000000000002,0.017142857142857144,0.080000000000000002,0.074285714285714288,0.097142857142857142,0.028571428571428571,0.045714285714285714,0.028571428571428571,0.040000000000000001,0.068571428571428575,0.034285714285714287,0.074285714285714288,0.062857142857142861,0.022857142857142857,0.040000000000000001
P62805,103,11367.344499999999,0.36893203883495146,0.058252427184466021,0.067961165048543687,0.26213592233009708,0,0.0097087378640776691,-0.52135922330097095,0.067961165048543687,0,0.029126213592233011,0.038834951456310676,0.019417475728155338,0.1650485436893204,0.019417475728155338,0.058252427184466021,0.10679611650485436,0.077669902912621352,0.019417475728155338,0.019417475728155338,0.0097087378640776691,0.019417475728155338,0.13592233009708737,0.019417475728155338,0.067961165048543687,0.087378640776699032,0,0.038834951456310676
P63000,192,21450.105499999998,0.453125,0.083333333333333329,0.109375,0.14583333333333334,0.036458333333333336,0.072916666666666671,-0.10052083333333334,0.067708333333333329,0.036458333333333336,0.0625,0.046875,0.03125,0.057291666666666664,0.010416666666666666,0.052083333333333336,0.088541666666666671,0.109375,0.015625,0.03125,0.072916666666666671,0.026041666666666668,0.046875,0.036458333333333336,0.067708333333333329,0.088541666666666671,0.010416666666666666,0.041666666666666664
P68363,451,50151.631799999996,0.43015521064301554,0.095343680709534362,0.14190687361419069,0.11751662971175167,0.026607538802660754,0.044345898004434593,-0.23037694013303769,0.079822616407982258,0.026607538802660754,0.059866962305986697,0.082039911308203997,0.044345898004434593,0.079822616407982258,0.028824833702882482,0.059866962305986697,0.042128603104212861,0.070953436807095344,0.022172949002217297,0.035476718403547672,0.044345898004434593,0.035476718403547672,0.046563192904656318,0.050997782705099776,0.064301552106430154,0.075388026607538808,0.008869179600886918,0.042128603104212861
P68366,448,49924.404199999997,0.43080357142857145,0.095982142857142863,0.14285714285714285,0.11830357142857142,0.029017857142857144,0.049107142857142856,-0.25156250000000002,0.080357142857142863,0.029017857142857144,0.064732142857142863,0.078125,0.044642857142857144,0.075892857142857137,0.029017857142857144,0.060267857142857144,0.042410714285714288,0.069196428571428575,0.024553571428571428,0.035714285714285712,0.049107142857142856,0.035714285714285712,0.046875,0.051339285714285712,0.060267857142857144,0.071428571428571425,0.0089285714285714281,0.042410714285714288
P78417,241,27565.856899999999,0.41908713692946059,0.11203319502074689,0.13692946058091288,0.14107883817427386,0.020746887966804978,0.066390041493775934,-0.38008298755186726,0.053941908713692949,0.020746887966804978,0.037344398340248962,0.099585062240663894,0.053941908713692949,0.062240663900414939,0.0082987551867219917,0.049792531120331947,0.095435684647302899,0.11203319502074689,0.029045643153526972,0.041493775933609957,0.066390041493775934,0.024896265560165973,0.037344398340248962,0.070539419087136929,0.037344398340248962,0.041493775933609957,0.020746887966804978,0.037344398340248962
Q04695,432,48105.6659,0.36342592592592593,0.053240740740740741,0.15740740740740741,0.12731481481481483,0.011574074074074073,0.0092592592592592587,-0.6113425925925926,0.071759259259259259,0.011574074074074073,0.046296296296296294,0.1111111111111111,0.016203703703703703,0.085648148148148154,0.0069444444444444441,0.043981481481481483,0.046296296296296294,0.11342592592592593,0.023148148148148147,0.043981481481481483,0.0092592592592592587,0.067129629629629636,0.07407407407407407,0.087962962962962965,0.057870370370370371,0.046296296296296294,0.0046296296296296294,0.032407407407407406
Q14247,550,61586.1391,0.32000000000000001,0.10000000000000001,0.17999999999999999,0.16545454545454547,0.005454545454545455,0.03090909090909091,-1.0830909090909091,0.08727272727272728,0.005454545454545455,0.081818181818181818,0.098181818181818176,0.038181818181818185,0.09636363636363636,0.027272727272727271,0.02,0.092727272727272728,0.03090909090909091,0.012727272727272728,0.018181818181818181,0.03090909090909091,0.07454545454545454,0.045454545454545456,0.07454545454545454,0.040000000000000001,0.06363636363636363,0.01090909090909091,0.050909090909090911
Q14974,876,97170.182499999995,0.46232876712328769,0.061643835616438353,0.14155251141552511,0.1004566210045662,0.026255707762557076,0.042237442922374427,-0.091666666666666674,0.099315068493150679,0.026255707762557076,0.059360730593607303,0.082191780821917804,0.026255707762557076,0.043378995433789952,0.014840182648401826,0.055936073059360727,0.049086757990867577,0.11529680365296803,0.027397260273972601,0.043378995433789952,0.042237442922374427,0.061643835616438353,0.036529680365296802,0.055936073059360727,0.049086757990867577,0.076484018264840178,0.0091324200913242004,0.026255707762557076
Q15084,440,48121.323700000001,0.41590909090909089,0.086363636363636365,0.14999999999999999,0.125,0.015909090909090907,0.040909090909090909,-0.27500000000000002,0.086363636363636365,0.015909090909090907,0.077272727272727271,0.072727272727272724,0.038636363636363635,0.097727272727272732,0.013636363636363636,0.043181818181818182,0.065909090909090903,0.10000000000000001,0.011363636363636364,0.029545454545454545,0.040909090909090909,0.029545454545454545,0.045454545454545456,0.072727272727272724,0.038636363636363635,0.072727272727272724,0.022727272727272728,0.025000000000000001
Q15365,356,37497.809799999995,0.3904494382022472,0.028089887640449437,0.087078651685393263,0.10393258426966293,0.025280898876404494,0.053370786516853931,-0.10646067415730338,0.087078651685393263,0.025280898876404494,0.030898876404494381,0.056179775280898875,0.011235955056179775,0.10112359550561797,0.019662921348314606,0.095505617977528087,0.039325842696629212,0.06741573033707865,0.033707865168539325,0.039325842696629212,0.053370786516853931,0.056179775280898875,0.0449438202247191,0.098314606741573038,0.0702247191011236,0.053370786516853931,0.0028089887640449437,0.014044943820224719
Q15404,277,31540.295099999999,0.37545126353790614,0.064981949458483748,0.11191335740072202,0.1407942238267148,0,0.064981949458483748,-0.45667870036101088,0.028880866425992781,0,0.043321299638989168,0.068592057761732855,0.036101083032490974,0.046931407942238268,0.021660649819494584,0.050541516245487361,0.079422382671480149,0.16606498194945848,0.021660649819494584,0.093862815884476536,0.064981949458483748,0.046931407942238268,0.039711191335740074,0.068592057761732855,0.050541516245487361,0.043321299638989168,0.0036101083032490976,0.025270758122743681
Q15691,268,29999.080599999998,0.41417910447761191,0.089552238805970144,0.1455223880597015,0.12313432835820895,0.011194029850746268,0.055970149253731345,-0.42723880597014924,0.085820895522388058,0.011194029850746268,0.067164179104477612,0.078358208955223885,0.052238805970149252,0.063432835820895525,0.007462686567164179,0.048507462686567165,0.082089552238805971,0.082089552238805971,0.022388059701492536,0.052238805970149252,0.055970149253731345,0.067164179104477612,0.033582089552238806,0.044776119402985072,0.033582089552238806,0.074626865671641784,0.007462686567164179,0.029850746268656716
Q15942,572,61277.347600000001,0.33041958041958042,0.055944055944055944,0.096153846153846159,0.11188811188811189,0.036713286713286712,0.18181818181818182,-0.63041958041958046,0.089160839160839167,0.036713286713286712,0.036713286713286712,0.05944055944055944,0.036713286713286712,0.064685314685314688,0.026223776223776224,0.02097902097902098,0.045454545454545456,0.055944055944055944,0.013986013986013986,0.02097902097902098,0.18181818181818182,0.080419580419580416,0.040209790209790208,0.07167832167832168,0.04195804195804196,0.057692307692307696,0.0017482517482517483,0.017482517482517484
Q16543,378,44468.304100000001,0.35978835978835977,0.071428571428571425,0.22222222222222221,0.19576719576719576,0.023809523809523808,0.031746031746031744,-0.96746031746031746,0.058201058201058198,0.023809523809523808,0.071428571428571425,0.15079365079365079,0.031746031746031744,0.03968253968253968,0.021164021164021163,0.029100529100529099,0.10846560846560846,0.07407407407407407,0.03439153439153439,0.018518518518518517,0.031746031746031744,0.052910052910052907,0.066137566137566134,0.047619047619047616,0.031746031746031744,0.068783068783068779,0.018518518518518517,0.021164021164021163
Q16643,649,71429.290500000003,0.33744221879815101,0.050847457627118647,0.20647149460708783,0.10939907550077041,0.012326656394453005,0.095531587057010786,-0.80477657935285052,0.11556240369799692,0.012326656394453005,0.053929121725731895,0.15254237288135594,0.027734976887519261,0.052388289676425268,0.018489984591679508,0.027734976887519261,0.033898305084745763,0.069337442218798145,0.01386748844375963,0.021571648690292759,0.095531587057010786,0.057010785824345149,0.057010785824345149,0.066255778120184905,0.053929121725731895,0.047765793528505393,0.0092449922958397542,0.01386748844375963
Q16762,297,33428.938000000002,0.40740740740740738,0.10774410774410774,0.12794612794612795,0.15488215488215487,0.013468013468013467,0.060606060606060608,-0.38754208754208758,0.07407407407407407,0.013468013468013467,0.043771043771043773,0.084175084175084181,0.050505050505050504,0.084175084175084181,0.030303030303030304,0.016835016835016835,0.047138047138047139,0.090909090909090912,0.020202020202020204,0.016835016835016835,0.060606060606060608,0.023569023569023569,0.077441077441077436,0.077441077441077436,0.047138047138047139,0.084175084175084181,0.023569023569023569,0.033670033670033669
Q27J81,1249,135624.3199,0.38030424339471575,0.040832666132906328,0.13610888710968774,0.12409927942353884,0.018414731785428344,0.10008006405124099,-0.40296236989591672,0.096076861489191354,0.018414731785428344,0.053642914331465175,0.082465972778222582,0.022417934347477981,0.057646116893514815,0.013610888710968775,0.024819855884707767,0.051240992794235385,0.12730184147317855,0.014411529223378704,0.02321857485988791,0.10008006405124099,0.052842273819055242,0.059247397918334666,0.084867894315452358,0.040832666132906328,0.05844675740592474,0.0080064051240992789,0.010408326661329063
Q58FF8,381,44348.928500000002,0.35170603674540685,0.083989501312335957,0.2178477690288714,0.16010498687664043,0.007874015748031496,0.020997375328083989,-0.83044619422572175,0.036745406824146981,0.007874015748031496,0.065616797900262466,0.15223097112860892,0.031496062992125984,0.041994750656167978,0.010498687664041995,0.065616797900262466,0.12335958005249344,0.070866141732283464,0.028871391076115485,0.036745406824146981,0.020997375328083989,0.036745406824146981,0.026246719160104987,0.068241469816272965,0.065616797900262466,0.05774278215223097,0.013123359580052493,0.03937007874015748
Q70J99,1090,123281.90029999999,0.41192660550458715,0.066972477064220187,0.12110091743119267,0.14403669724770643,0.01743119266055046,0.055963302752293581,-0.31412844036697252,0.077064220183486243,0.01743119266055046,0.043119266055045874,0.077981651376146793,0.03669724770642202,0.047706422018348627,0.039449541284403672,0.032110091743119268,0.038532110091743121,0.14128440366972478,0.014678899082568808,0.016513761467889909,0.055963302752293581,0.079816513761467894,0.066055045871559637,0.067889908256880738,0.055045871559633031,0.062385321100917435,0.012844036697247707,0.01743119266055046
Q7L576,1253,145182.40719999999,0.44612928970470872,0.099760574620909814,0.12370311252992817,0.14525139664804471,0.023144453312051078,0.039904229848363927,-0.26392657621707905,0.054269752593774943,0.023144453312051078,0.044692737430167599,0.079010375099760569,0.047086991221069435,0.043096568236233042,0.029529130087789304,0.057462090981644051,0.056664006384676772,0.11652035115722266,0.032721468475658419,0.040702314445331206,0.039904229848363927,0.055067837190742222,0.059058260175578609,0.065442936951316838,0.040702314445331206,0.062250598563447723,0.0087789305666400638,0.043894652833200321
Q7Z406,1995,227870.5969,0.3694235588972431,0.044110275689223058,0.18345864661654135,0.17393483709273183,0.0085213032581453636,0.028571428571428571,-0.81122807017543863,0.10776942355889724,0.0085213032581453636,0.036090225563909777,0.14736842105263157,0.024060150375939851,0.055639097744360905,0.012030075187969926,0.02305764411027569,0.05463659147869674,0.12481203007518797,0.014536340852130326,0.024060150375939851,0.028571428571428571,0.079699248120300756,0.10726817042606517,0.047117794486215538,0.038095238095238099,0.046616541353383459,0.0065162907268170424,0.013533834586466165
Q86VP6,1230,136375.72140000001,0.44471544715447153,0.056097560975609757,0.12682926829268293,0.12520325203252033,0.024390243902439025,0.046341463414634146,-0.019105691056910588,0.067479674796747963,0.024390243902439025,0.066666666666666666,0.060162601626016263,0.028455284552845527,0.039837398373983743,0.02032520325203252,0.062601626016260167,0.063414634146341464,0.13658536585365855,0.025203252032520326,0.034959349593495934,0.046341463414634146,0.038211382113821135,0.041463414634146344,0.090243902439024387,0.053658536585365853,0.072357723577235772,0.0024390243902439024,0.025203252032520326
Q8TC12,318,35386.2166,0.46540880503144655,0.078616352201257858,0.078616352201257858,0.15094339622641509,0.0220125786163522,0.028301886792452831,0.081132075471698081,0.078616352201257858,0.0220125786163522,0.025157232704402517,0.053459119496855348,0.0440251572327044,0.072327044025157231,0.050314465408805034,0.040880503144654086,0.053459119496855348,0.14150943396226415,0.028301886792452831,0.034591194968553458,0.028301886792452831,0.040880503144654086,0.04716981132075472,0.069182389937106917,0.059748427672955975,0.075471698113207544,0.015723270440251572,0.018867924528301886
Q93084,999,109256.1835,0.46946946946946949,0.067067067067067068,0.11811811811811812,0.1111111111111111,0.025025025025025027,0.050050050050050053,0.098798798798798784,0.10010010010010011,0.025025025025025027,0.045045045045045043,0.073073073073073078,0.036036036036036036,0.066066066066066062,0.014014014014014014,0.056056056056056056,0.037037037037037035,0.1011011011011011,0.028028028028028028,0.03003003003003003,0.050050050050050053,0.031031031031031032,0.06006006006006006,0.061061061061061059,0.063063063063063057,0.092092092092092098,0.013013013013013013,0.018018018018018018
Q99733,375,42823.452299999997,0.34933333333333333,0.093333333333333338,0.22133333333333333,0.14666666666666667,0.0080000000000000002,0.056000000000000001,-0.78106666666666658,0.064000000000000001,0.0080000000000000002,0.08533333333333333,0.13600000000000001,0.064000000000000001,0.048000000000000001,0.024,0.042666666666666665,0.08533333333333333,0.058666666666666666,0.016,0.040000000000000001,0.056000000000000001,0.029333333333333333,0.037333333333333336,0.056000000000000001,0.053333333333333337,0.066666666666666666,0.0080000000000000002,0.021333333333333333
Q99832,543,59366.621299999999,0.45119705340699817,0.0570902394106814,0.12338858195211787,0.14180478821362799,0.016574585635359115,0.033149171270718231,-0.097974217311233888,0.11233885819521179,0.016574585635359115,0.058931860036832415,0.064456721915285453,0.031307550644567222,0.0718232044198895,0.016574585635359115,0.0718232044198895,0.07550644567219153,0.086556169429097607,0.029465930018416207,0.033149171270718231,0.033149171270718231,0.044198895027624308,0.049723756906077346,0.044198895027624308,0.0570902394106814,0.077348066298342538,0.0055248618784530384,0.020257826887661142
Q9BS26,406,46971.194900000002,0.41625615763546797,0.10591133004926108,0.16009852216748768,0.14285714285714285,0.017241379310344827,0.056650246305418719,-0.40098522167487688,0.056650246305418719,0.017241379310344827,0.086206896551724144,0.073891625615763554,0.064039408866995079,0.036945812807881777,0.034482758620689655,0.064039408866995079,0.049261083743842367,0.091133004926108374,0.022167487684729065,0.039408866995073892,0.056650246305418719,0.041871921182266007,0.059113300492610835,0.059113300492610835,0.046798029556650245,0.059113300492610835,0.0073891625615763543,0.034482758620689655
Q9BSJ8,1104,122856.4473,0.40126811594202899,0.067028985507246383,0.13224637681159421,0.13134057971014493,0.008152173913043478,0.070652173913043473,-0.26567028985507246,0.057971014492753624,0.008152173913043478,0.064311594202898545,0.067934782608695649,0.029891304347826088,0.067934782608695649,0.020833333333333332,0.03170289855072464,0.048007246376811592,0.14039855072463769,0.015398550724637682,0.019927536231884056,0.070652173913043473,0.048913043478260872,0.0625,0.085144927536231887,0.042572463768115944,0.080615942028985504,0.018115942028985508,0.019021739130434784
Q9H4B7,451,50326.9185,0.42572062084257206,0.086474501108647447,0.13082039911308205,0.1130820399113082,0.022172949002217297,0.037694013303769404,-0.24279379157427941,0.075388026607538808,0.022172949002217297,0.04878048780487805,0.082039911308203997,0.04878048780487805,0.075388026607538808,0.028824833702882482,0.05543237250554324,0.03325942350332594,0.079822616407982258,0.037694013303769404,0.053215077605321508,0.037694013303769404,0.046563192904656318,0.050997782705099776,0.068736141906873618,0.04878048780487805,0.068736141906873618,0.008869179600886918,0.028824833702882482
Q9HDC9,416,46480.365099999995,0.40865384615384615,0.086538461538461536,0.12740384615384615,0.12980769230769232,0.0072115384615384619,0.067307692307692304,-0.18629807692307696,0.04567307692307692,0.0072115384615384619,0.064903846153846159,0.0625,0.055288461538461536,0.084134615384615391,0.014423076923076924,0.033653846153846152,0.038461538461538464,0.1201923076923077,0.033653846153846152,0.026442307692307692,0.067307692307692304,0.028846153846153848,0.076923076923076927,0.076923076923076927,0.050480769230769232,0.081730769230769232,0.0096153846153846159,0.021634615384615384
Q9NQC3,1192,129931.42,0.37248322147651008,0.057046979865771813,0.18036912751677853,0.10067114093959731,0.0058724832214765103,0.090604026845637578,-0.41426174496644297,0.088926174496644292,0.0058724832214765103,0.061241610738255035,0.11912751677852348,0.032718120805369129,0.028523489932885907,0.0092281879194630878,0.045302013422818789,0.070469798657718116,0.091442953020134235,0.014261744966442953,0.031879194630872486,0.090604026845637578,0.026845637583892617,0.020973154362416108,0.11577181208053691,0.052852348993288591,0.069630872483221473,0.0041946308724832215,0.020134228187919462
Q9NR12,457,49844.678800000002,0.37855579868708972,0.083150984682713341,0.096280087527352301,0.15098468271334792,0.041575492341356671,0.10065645514223195,-0.48468271334792123,0.098468271334792121,0.041575492341356671,0.041575492341356671,0.054704595185995623,0.045951859956236324,0.080962800875273522,0.032822757111597371,0.030634573304157548,0.061269146608315096,0.05689277899343545,0.015317286652078774,0.021881838074398249,0.10065645514223195,0.043763676148796497,0.05689277899343545,0.070021881838074396,0.05689277899343545,0.052516411378555797,0.015317286652078774,0.021881838074398249
Q9NRW1,208,23461.685699999998,0.38942307692307693,0.086538461538461536,0.13942307692307693,0.12980769230769232,0.0096153846153846159,0.028846153846153848,-0.38461538461538464,0.04807692307692308,0.0096153846153846159,0.072115384615384609,0.067307692307692304,0.04807692307692308,0.072115384615384609,0,0.067307692307692304,0.067307692307692304,0.076923076923076927,0.033653846153846152,0.033653846153846152,0.028846153846153848,0.052884615384615384,0.0625,0.081730769230769232,0.072115384615384609,0.067307692307692304,0.0096153846153846159,0.028846153846153848
Q9NS28,235,27582.222699999998,0.35319148936170214,0.10212765957446808,0.1574468085106383,0.19148936170212766,0.01276595744680851,0.029787234042553193,-0.75829787234042556,0.05106382978723404,0.01276595744680851,0.05106382978723404,0.10638297872340426,0.072340425531914887,0.029787234042553193,0.029787234042553193,0.05106382978723404,0.093617021276595741,0.085106382978723402,0.017021276595744681,0.029787234042553193,0.029787234042553193,0.05106382978723404,0.068085106382978725,0.089361702127659579,0.068085106382978725,0.034042553191489362,0.01276595744680851,0.017021276595744681
Q9NY65,449,50093.548799999997,0.43429844097995546,0.097995545657015584,0.14253897550111358,0.11804008908685969,0.026726057906458798,0.040089086859688199,-0.2091314031180401,0.082405345211581285,0.026726057906458798,0.062360801781737196,0.080178173719376397,0.051224944320712694,0.069042316258351888,0.028953229398663696,0.057906458797327393,0.042316258351893093,0.073496659242761692,0.022271714922048998,0.037861915367483297,0.040089086859688199,0.0334075723830735,0.046770601336302897,0.057906458797327393,0.066815144766147,0.073496659242761692,0.0089086859688195987,0.037861915367483297
Q9Y2A7,1128,128789.9869,0.46010638297872342,0.086879432624113476,0.11790780141843972,0.13386524822695037,0.020390070921985817,0.034574468085106384,-0.090780141843971665,0.066489361702127658,0.020390070921985817,0.047872340425531915,0.070035460992907805,0.045212765957446811,0.028368794326241134,0.028368794326241134,0.059397163120567378,0.058510638297872342,0.12234042553191489,0.040780141843971635,0.044326241134751775,0.034574468085106384,0.040780141843971635,0.046985815602836878,0.087765957446808512,0.052304964539007091,0.063829787234042548,0.0070921985815602835,0.034574468085106384
Q9Y3F4,350,38438.315000000002,0.40285714285714286,0.094285714285714292,0.14857142857142858,0.12571428571428572,0.017142857142857144,0.048571428571428571,-0.31628571428571428,0.082857142857142851,0.017142857142857144,0.068571428571428575,0.080000000000000002,0.040000000000000001,0.082857142857142851,0.028571428571428571,0.051428571428571428,0.074285714285714288,0.085714285714285715,0.02,0.022857142857142857,0.048571428571428571,0.017142857142857144,0.022857142857142857,0.080000000000000002,0.071428571428571425,0.051428571428571428,0.02,0.034285714285714287
