outer_fold_id,held_out_laboratory_anchor,target_observation_id,source_id,laboratory_anchor,measurement_batch_id,split_role
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9806:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9806:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9813:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9813:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9813:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9818:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9818:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9818:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9824:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9824:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9824:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9855:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9855:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9855:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9880:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9880:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9880:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9893:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9893:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9897:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9897:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9900:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9900:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9900:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9904:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9904:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9904:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9911:replicate_1,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_1,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9911:replicate_2,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_2,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC9633814:Final Prot:9911:replicate_3,PMC9633814_MSU_MULTICORE,Michigan State University-led multi-core study,PMC9633814:core_1:technical_replicate_3,TEST
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:5,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:15,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:26,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:27,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:42,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:54,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:56,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:58,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:63,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:74,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:77,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:88,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:94,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:103,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:106,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:109,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:110,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:115,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:119,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:122,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:128,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:134,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:151,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:173,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:176,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:180,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:193,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:195,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:217,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:219,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:220,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:222,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:271,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:282,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:284,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:335,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:370,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:374,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:380,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:382,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:403,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:418,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:420,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:438,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:442,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:458,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:460,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:490,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:508,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:521,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:559,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:573,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:585,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:593,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:645,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:677,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:683,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:702,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:733,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:747,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:776,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:819,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:831,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:833,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:852,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:912,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:913,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:984,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:990,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:994,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:1022,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:1143,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:RIPA-PC:1199,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:RIPA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:3,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:15,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:19,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:26,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:27,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:36,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:39,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:47,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:50,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:54,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:66,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:68,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:72,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:74,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:79,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:85,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:92,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:103,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:117,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:124,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:126,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:127,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:130,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:135,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:136,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:145,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:159,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:172,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:182,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:196,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
R3-OUTER-01,Michigan State University-led multi-core study,R3:PMC7788026:Urea-PC:230,PMC7788026_OUHSC_GOLD,University of Oklahoma Health Sciences Center,PMC7788026:UREA_PC,DEVELOPMENT
